"UAI";"Rentrée";"pki.FIN.P.ressources";"pki.FIN.S.masseSalariale";"pki.FIN.S.ressourcesPropres";"pki.ENS.P.effectif";"pki.ENS.S.titulaires";"pki.ENS.S.ECtitulaires";"pki.ENS.S.DocATER";"pki.ENS.S.LRU";"pki.ETU.P.effectif";"pki.ETU.S.cycle.1.L";"pki.ETU.S.cycle.2.M";"pki.ETU.S.cycle.3.D";"pki.ETU.S.diplomeEtablissement";"pki.ADM.P.formations";"pki.ADM.S.sélective";"pki.ADM.S.hypersélective";"pki.ADM.S.surchargées";"pki.ADM.S.souschargée";"err.ADM";"Libellé";"Sigle";"Type";"Type.détaillé";"Académie";"Rattachement";"url.siteweb";"url.wikidata";"url.legifrance";"pki.K.proPres";"pki.K.resPetu";"pki.K.selPfor";"pki.K.titPetu";"pki.K.titPens"
"0130221V";"2011";5167853,95;2772279,39;2922119,29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Institut d'études politiques d'Aix-en-Provence";"IEP d'Aix-en-Provence";"Autre";"Institut d'étude politique";"Aix-Marseille";"Aix-Marseille université";"http://www.sciencespo-aix.fr/";"https://www.wikidata.org/entity/Q1139065";"";0,56544153884225;NA;NA;NA;NA
"0130221V";"2012";5362667,32;2936309,67;3271613,6598871;65;36;30;11;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Institut d'études politiques d'Aix-en-Provence";"IEP d'Aix-en-Provence";"Autre";"Institut d'étude politique";"Aix-Marseille";"Aix-Marseille université";"http://www.sciencespo-aix.fr/";"https://www.wikidata.org/entity/Q1139065";"";0,61007209;NA;NA;NA;0,461538461538462
"0130221V";"2013";5109573;292489;2990637;67;37;29;15;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Institut d'études politiques d'Aix-en-Provence";"IEP d'Aix-en-Provence";"Autre";"Institut d'étude politique";"Aix-Marseille";"Aix-Marseille université";"http://www.sciencespo-aix.fr/";"https://www.wikidata.org/entity/Q1139065";"";0,585300767794099;NA;NA;NA;0,432835820895522
"0130221V";"2014";4969905;2467800;3337280;70;37;30;18;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Institut d'études politiques d'Aix-en-Provence";"IEP d'Aix-en-Provence";"Autre";"Institut d'étude politique";"Aix-Marseille";"Aix-Marseille université";"http://www.sciencespo-aix.fr/";"https://www.wikidata.org/entity/Q1139065";"";0,671497744926714;NA;NA;NA;0,428571428571429
"0130221V";"2015";4640865;2420173;2644834;68;40;32;12;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Institut d'études politiques d'Aix-en-Provence";"IEP d'Aix-en-Provence";"Autre";"Institut d'étude politique";"Aix-Marseille";"Aix-Marseille université";"http://www.sciencespo-aix.fr/";"https://www.wikidata.org/entity/Q1139065";"";0,569901085250271;NA;NA;NA;0,470588235294118
"0130221V";"2016";4398410;2271262;2296708;62;28;28;14;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Institut d'études politiques d'Aix-en-Provence";"IEP d'Aix-en-Provence";"Autre";"Institut d'étude politique";"Aix-Marseille";"Aix-Marseille université";"http://www.sciencespo-aix.fr/";"https://www.wikidata.org/entity/Q1139065";"";0,522167783358077;NA;NA;NA;0,451612903225806
"0130221V";"2017";4699549;2176792;2550045;67;37;30;16;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Institut d'études politiques d'Aix-en-Provence";"IEP d'Aix-en-Provence";"Autre";"Institut d'étude politique";"Aix-Marseille";"Aix-Marseille université";"http://www.sciencespo-aix.fr/";"https://www.wikidata.org/entity/Q1139065";"";0,542614833891507;NA;NA;NA;0,447761194029851
"0130221V";"2018";4708373;2378968;2562584;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Institut d'études politiques d'Aix-en-Provence";"IEP d'Aix-en-Provence";"Autre";"Institut d'étude politique";"Aix-Marseille";"Aix-Marseille université";"http://www.sciencespo-aix.fr/";"https://www.wikidata.org/entity/Q1139065";"";0,544261043039708;NA;NA;NA;NA
"0133774G";"2009";7544318,8;956330,98;5006972,8;NA;NA;NA;NA;NA;591;NA;591;NA;NA;NA;NA;NA;NA;NA;NA;"École centrale de Marseille";"";"Autre";"Institut ou école extérieur aux universités";"Aix-Marseille";"";"http://www.centrale-marseille.fr/";"https://www.wikidata.org/entity/Q273454";"http://www.legifrance.gouv.fr/affichTexte.do?dateTexte=&categorieLien=id&cidTexte=JORFTEXT000000427883&fastPos=1&fastReqId=899520006&oldAction=rechExpTexteJorf";0,663674605055131;NA;NA;NA;NA
"0133774G";"2010";8132337,33;1286286,7;5553579,33;NA;NA;NA;NA;NA;658;NA;658;NA;NA;NA;NA;NA;NA;NA;NA;"École centrale de Marseille";"";"Autre";"Institut ou école extérieur aux universités";"Aix-Marseille";"";"http://www.centrale-marseille.fr/";"https://www.wikidata.org/entity/Q273454";"http://www.legifrance.gouv.fr/affichTexte.do?dateTexte=&categorieLien=id&cidTexte=JORFTEXT000000427883&fastPos=1&fastReqId=899520006&oldAction=rechExpTexteJorf";0,682900758372747;NA;NA;NA;NA
"0133774G";"2011";8123067,52;1338980,18;5260661,52;NA;NA;NA;NA;NA;701;NA;701;NA;NA;NA;NA;NA;NA;NA;NA;"École centrale de Marseille";"";"Autre";"Institut ou école extérieur aux universités";"Aix-Marseille";"";"http://www.centrale-marseille.fr/";"https://www.wikidata.org/entity/Q273454";"http://www.legifrance.gouv.fr/affichTexte.do?dateTexte=&categorieLien=id&cidTexte=JORFTEXT000000427883&fastPos=1&fastReqId=899520006&oldAction=rechExpTexteJorf";0,647620065578379;NA;NA;NA;NA
"0133774G";"2012";8510291,88;1126795,77;5759240,87978342;93;77;63;8;0;796;NA;758;38;NA;NA;NA;NA;NA;NA;NA;"École centrale de Marseille";"";"Autre";"Institut ou école extérieur aux universités";"Aix-Marseille";"";"http://www.centrale-marseille.fr/";"https://www.wikidata.org/entity/Q273454";"http://www.legifrance.gouv.fr/affichTexte.do?dateTexte=&categorieLien=id&cidTexte=JORFTEXT000000427883&fastPos=1&fastReqId=899520006&oldAction=rechExpTexteJorf";0,6767383494;NA;NA;9,67336683417085;0,67741935483871
"0133774G";"2013";19465155,5;11432425,48;5980471,50081653;94;73;61;12;0;875;NA;839;36;14;NA;NA;NA;NA;NA;NA;"École centrale de Marseille";"";"Autre";"Institut ou école extérieur aux universités";"Aix-Marseille";"";"http://www.centrale-marseille.fr/";"https://www.wikidata.org/entity/Q273454";"http://www.legifrance.gouv.fr/affichTexte.do?dateTexte=&categorieLien=id&cidTexte=JORFTEXT000000427883&fastPos=1&fastReqId=899520006&oldAction=rechExpTexteJorf";0,3072398523;NA;NA;8,34285714285714;0,648936170212766
"0133774G";"2014";17081653;11716330;4058120;89;73;62;9;0;919;NA;885;34;11;NA;NA;NA;NA;NA;NA;"École centrale de Marseille";"";"Autre";"Institut ou école extérieur aux universités";"Aix-Marseille";"";"http://www.centrale-marseille.fr/";"https://www.wikidata.org/entity/Q273454";"http://www.legifrance.gouv.fr/affichTexte.do?dateTexte=&categorieLien=id&cidTexte=JORFTEXT000000427883&fastPos=1&fastReqId=899520006&oldAction=rechExpTexteJorf";0,237571855604373;NA;NA;7,94341675734494;0,696629213483146
"0133774G";"2015";16148409;12294269;2855794;98;73;63;12;7;996;NA;952;44;6;NA;NA;NA;NA;NA;NA;"École centrale de Marseille";"";"Autre";"Institut ou école extérieur aux universités";"Aix-Marseille";"";"http://www.centrale-marseille.fr/";"https://www.wikidata.org/entity/Q273454";"http://www.legifrance.gouv.fr/affichTexte.do?dateTexte=&categorieLien=id&cidTexte=JORFTEXT000000427883&fastPos=1&fastReqId=899520006&oldAction=rechExpTexteJorf";0,176846771716025;NA;NA;7,3293172690763;0,642857142857143
"0133774G";"2016";16765005;12861842;2770096,99999999;96;74;64;12;7;1049;NA;1009;40;3;NA;NA;NA;NA;NA;NA;"École centrale de Marseille";"";"Autre";"Institut ou école extérieur aux universités";"Aix-Marseille";"";"http://www.centrale-marseille.fr/";"https://www.wikidata.org/entity/Q273454";"http://www.legifrance.gouv.fr/affichTexte.do?dateTexte=&categorieLien=id&cidTexte=JORFTEXT000000427883&fastPos=1&fastReqId=899520006&oldAction=rechExpTexteJorf";0,165230908073096;NA;NA;7,05433746425167;0,666666666666667
"0133774G";"2017";17299950;13491281;2981200;97;73;63;13;8;1101;22;1040;39;22;NA;NA;NA;NA;NA;NA;"École centrale de Marseille";"";"Autre";"Institut ou école extérieur aux universités";"Aix-Marseille";"";"http://www.centrale-marseille.fr/";"https://www.wikidata.org/entity/Q273454";"http://www.legifrance.gouv.fr/affichTexte.do?dateTexte=&categorieLien=id&cidTexte=JORFTEXT000000427883&fastPos=1&fastReqId=899520006&oldAction=rechExpTexteJorf";0,172324197468779;16289,9717514124;NA;6,63033605812897;0,649484536082474
"0133774G";"2018";18554742;14140360;4266248;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"École centrale de Marseille";"";"Autre";"Institut ou école extérieur aux universités";"Aix-Marseille";"";"http://www.centrale-marseille.fr/";"https://www.wikidata.org/entity/Q273454";"http://www.legifrance.gouv.fr/affichTexte.do?dateTexte=&categorieLien=id&cidTexte=JORFTEXT000000427883&fastPos=1&fastReqId=899520006&oldAction=rechExpTexteJorf";0,229927637905178;NA;NA;NA;NA
"0134009M";"2011";556556922,4;462726005,61;78865608,8800003;NA;NA;NA;NA;NA;62394;33251;25739;3404;4352;NA;NA;NA;NA;NA;NA;"Aix-Marseille Université";"AMU";"Université";"Université";"Aix-Marseille";"";"http://www.univ-amu.fr/";"https://www.wikidata.org/entity/Q2302586";"";0,141702682521518;9434,76728937108;NA;NA;NA
"0134009M";"2012";574053267,1;476387556,5;88975573,2181243;3979;2906;2508;858;0;60357;32689;24634;3034;3966;NA;NA;NA;NA;NA;NA;"Aix-Marseille Université";"AMU";"Université";"Université";"Aix-Marseille";"";"http://www.univ-amu.fr/";"https://www.wikidata.org/entity/Q2302586";"";0,1549953259;10014,3618983654;NA;4,81468595191941;0,6303091228952
"0134009M";"2013";585401349,7;482518659,4;101918546,212665;3953;2916;2528;848;0;58935;32753;23174;3008;3961;NA;NA;NA;NA;NA;NA;"Aix-Marseille Université";"AMU";"Université";"Université";"Aix-Marseille";"";"http://www.univ-amu.fr/";"https://www.wikidata.org/entity/Q2302586";"";0,1741002925;10467,2403257818;NA;4,94782387375923;0,639514292942069
"0134009M";"2014";604056601;495390996;113967028;4007;2922;2530;884;0;59922;34342;22608;2972;3803;NA;NA;NA;NA;NA;NA;"Aix-Marseille Université";"AMU";"Université";"Université";"Aix-Marseille";"";"http://www.univ-amu.fr/";"https://www.wikidata.org/entity/Q2302586";"";0,188669452185988;10606,788428446;NA;4,87633924101332;0,631395058647367
"0134009M";"2015";612857975;499856820;122195806;4114;2890;2509;976;32;60786;34335;23487;2964;3961;21;9;1;0;15;0;"Aix-Marseille Université";"AMU";"Université";"Université";"Aix-Marseille";"";"http://www.univ-amu.fr/";"https://www.wikidata.org/entity/Q2302586";"";0,199386825308098;10599,0449137007;0,428571428571429;4,75438423321159;0,609868740884784
"0134009M";"2016";619331168;502649735;118530291;4091;2861;2491;1006;28;61266;34796;23698;2772;3940;22;11;3;0;15;0;"Aix-Marseille Université";"AMU";"Université";"Université";"Aix-Marseille";"";"http://www.univ-amu.fr/";"https://www.wikidata.org/entity/Q2302586";"";0,191384346734508;10587,9435155742;0,5;4,66980054189926;0,608897580053777
"0134009M";"2017";634890534;500350155;127555641;4086;2827;2460;1010;30;61636;35576;23382;2678;3600;27;19;3;1;13;6;"Aix-Marseille Université";"AMU";"Université";"Université";"Aix-Marseille";"";"http://www.univ-amu.fr/";"https://www.wikidata.org/entity/Q2302586";"";0,200909659491001;10768,5222361681;0,703703703703704;4,58660523070933;0,602055800293686
"0134009M";"2018";666982700;516535418;159058399;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Aix-Marseille Université";"AMU";"Université";"Université";"Aix-Marseille";"";"http://www.univ-amu.fr/";"https://www.wikidata.org/entity/Q2302586";"";0,238474549639743;NA;NA;NA;NA
"0141408E";"2009";61261190,27;25179373,78;29455440,7;NA;NA;NA;NA;NA;24244;15424;7986;834;1295;NA;NA;NA;NA;NA;NA;"Université de Caen Normandie";"";"Université";"Université";"Caen";"";"http://www.unicaen.fr/";"https://www.wikidata.org/entity/Q568554";"";0,480817309787474;2616,88125886373;NA;NA;NA
"0141408E";"2010";205685717,77;166633205,97;31746585,76;NA;NA;NA;NA;NA;23915;15089;8051;775;1329;NA;NA;NA;NA;NA;NA;"Université de Caen Normandie";"";"Université";"Université";"Caen";"";"http://www.unicaen.fr/";"https://www.wikidata.org/entity/Q568554";"";0,154345114985083;8888,75184831461;NA;NA;NA
"0141408E";"2011";208430708,3;171829549,34;30490918,4;NA;NA;NA;NA;NA;23434;14519;8131;784;1202;NA;NA;NA;NA;NA;NA;"Université de Caen Normandie";"";"Université";"Université";"Caen";"";"http://www.unicaen.fr/";"https://www.wikidata.org/entity/Q568554";"";0,146288033316634;9202,23877704194;NA;NA;NA
"0141408E";"2012";212307161,1;175707587,4;32692674,7227449;1567;1203;946;270;0;23776;14698;8352;726;1221;NA;NA;NA;NA;NA;NA;"Université de Caen Normandie";"";"Université";"Université";"Caen";"";"http://www.unicaen.fr/";"https://www.wikidata.org/entity/Q568554";"";0,1539876213;9210,72282429501;NA;5,05972409152086;0,603701340140396
"0141408E";"2013";211802447,2;175254126,6;32221987,761859;1505;1183;939;208;0;23675;15003;8012;660;1143;NA;NA;NA;NA;NA;NA;"Université de Caen Normandie";"";"Université";"Université";"Caen";"";"http://www.unicaen.fr/";"https://www.wikidata.org/entity/Q568554";"";0,1521322732;9202,8002259396;NA;4,99683210137276;0,623920265780731
"0141408E";"2014";211961587;176717016;31646833;1515;1176;932;233;0;24384;16195;7511;678;1029;NA;NA;NA;NA;NA;NA;"Université de Caen Normandie";"";"Université";"Université";"Caen";"";"http://www.unicaen.fr/";"https://www.wikidata.org/entity/Q568554";"";0,149304567152538;8941,26326668354;NA;4,82283464566929;0,615181518151815
"0141408E";"2015";215040002;178907905;33146736;1531;1157;917;254;4;26300;17570;8039;691;1319;23;11;7;1;11;0;"Université de Caen Normandie";"";"Université";"Université";"Caen";"";"http://www.unicaen.fr/";"https://www.wikidata.org/entity/Q568554";"";0,154142186066386;8397,04799094068;0,478260869565217;4,39923954372624;0,598954931417374
"0141408E";"2016";215867897;183479201;29802220;1510;1140;897;270;7;26774;18039;8058;677;1031;31;14;6;0;19;0;"Université de Caen Normandie";"";"Université";"Université";"Caen";"";"http://www.unicaen.fr/";"https://www.wikidata.org/entity/Q568554";"";0,138057675153059;8271,75142736713;0,451612903225806;4,25786210502727;0,594039735099338
"0141408E";"2017";220752870;184580126;30642530,0000001;1488;1114;877;274;7;26612;18106;7830;676;1005;48;39;0;1;21;0;"Université de Caen Normandie";"";"Université";"Université";"Caen";"";"http://www.unicaen.fr/";"https://www.wikidata.org/entity/Q568554";"";0,138809203250676;8511,44625231339;0,8125;4,18608146700736;0,589381720430108
"0141408E";"2018";225039728;188286442;33988762;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Université de Caen Normandie";"";"Université";"Université";"Caen";"";"http://www.unicaen.fr/";"https://www.wikidata.org/entity/Q568554";"";0,151034496451222;NA;NA;NA;NA
"0141720U";"2009";14621794,26;3723360,6;9472012,23999999;NA;NA;NA;NA;NA;682;NA;682;NA;18;NA;NA;NA;NA;NA;NA;"École nationale supérieure d'ingénieurs de Caen";"ENSI Caen";"Autre";"Institut ou école extérieur aux universités";"Caen";"";"http://www.ensicaen.fr/";"https://www.wikidata.org/entity/Q3578208";"http://www.legifrance.gouv.fr/affichTexte.do;jsessionid=4CDB3AA29A7C409BB10ADEC6C3F60536.tpdila11v_2?cidTexte=JORFTEXT000031056872&dateTexte=&oldAction=rechJO&categorieLien=id&idJO=JORFCONT000031056523";0,647800951892206;NA;NA;NA;NA
"0141720U";"2010";10172504,89;3692265,83;5265672,83;NA;NA;NA;NA;NA;685;NA;685;NA;13;NA;NA;NA;NA;NA;NA;"École nationale supérieure d'ingénieurs de Caen";"ENSI Caen";"Autre";"Institut ou école extérieur aux universités";"Caen";"";"http://www.ensicaen.fr/";"https://www.wikidata.org/entity/Q3578208";"http://www.legifrance.gouv.fr/affichTexte.do;jsessionid=4CDB3AA29A7C409BB10ADEC6C3F60536.tpdila11v_2?cidTexte=JORFTEXT000031056872&dateTexte=&oldAction=rechJO&categorieLien=id&idJO=JORFCONT000031056523";0,517637778201156;NA;NA;NA;NA
"0141720U";"2011";17221781,99;11016516,06;4992489,9;NA;NA;NA;NA;NA;680;NA;680;NA;15;NA;NA;NA;NA;NA;NA;"École nationale supérieure d'ingénieurs de Caen";"ENSI Caen";"Autre";"Institut ou école extérieur aux universités";"Caen";"";"http://www.ensicaen.fr/";"https://www.wikidata.org/entity/Q3578208";"http://www.legifrance.gouv.fr/affichTexte.do;jsessionid=4CDB3AA29A7C409BB10ADEC6C3F60536.tpdila11v_2?cidTexte=JORFTEXT000031056872&dateTexte=&oldAction=rechJO&categorieLien=id&idJO=JORFCONT000031056523";0,289893920553572;NA;NA;NA;NA
"0141720U";"2012";17163532,54;11592067,22;4926480,93001242;79;59;50;17;0;701;NA;701;NA;15;NA;NA;NA;NA;NA;NA;"École nationale supérieure d'ingénieurs de Caen";"ENSI Caen";"Autre";"Institut ou école extérieur aux universités";"Caen";"";"http://www.ensicaen.fr/";"https://www.wikidata.org/entity/Q3578208";"http://www.legifrance.gouv.fr/affichTexte.do;jsessionid=4CDB3AA29A7C409BB10ADEC6C3F60536.tpdila11v_2?cidTexte=JORFTEXT000031056872&dateTexte=&oldAction=rechJO&categorieLien=id&idJO=JORFCONT000031056523";0,2870318752;NA;NA;8,41654778887304;0,632911392405063
"0141720U";"2013";17362296,36;11368363,66;5207364,49988005;76;59;51;15;0;707;NA;707;NA;13;NA;NA;NA;NA;NA;NA;"École nationale supérieure d'ingénieurs de Caen";"ENSI Caen";"Autre";"Institut ou école extérieur aux universités";"Caen";"";"http://www.ensicaen.fr/";"https://www.wikidata.org/entity/Q3578208";"http://www.legifrance.gouv.fr/affichTexte.do;jsessionid=4CDB3AA29A7C409BB10ADEC6C3F60536.tpdila11v_2?cidTexte=JORFTEXT000031056872&dateTexte=&oldAction=rechJO&categorieLien=id&idJO=JORFCONT000031056523";0,2999237193;NA;NA;8,34512022630834;0,671052631578947
"0141720U";"2014";15671580;11066912;4193534;74;57;49;14;0;727;NA;727;NA;20;NA;NA;NA;NA;NA;NA;"École nationale supérieure d'ingénieurs de Caen";"ENSI Caen";"Autre";"Institut ou école extérieur aux universités";"Caen";"";"http://www.ensicaen.fr/";"https://www.wikidata.org/entity/Q3578208";"http://www.legifrance.gouv.fr/affichTexte.do;jsessionid=4CDB3AA29A7C409BB10ADEC6C3F60536.tpdila11v_2?cidTexte=JORFTEXT000031056872&dateTexte=&oldAction=rechJO&categorieLien=id&idJO=JORFCONT000031056523";0,267588462682129;NA;NA;7,8404401650619;0,662162162162162
"0141720U";"2015";15982265;10368071;3850394;78;57;47;12;5;716;NA;716;NA;35;NA;NA;NA;NA;NA;NA;"École nationale supérieure d'ingénieurs de Caen";"ENSI Caen";"Autre";"Institut ou école extérieur aux universités";"Caen";"";"http://www.ensicaen.fr/";"https://www.wikidata.org/entity/Q3578208";"http://www.legifrance.gouv.fr/affichTexte.do;jsessionid=4CDB3AA29A7C409BB10ADEC6C3F60536.tpdila11v_2?cidTexte=JORFTEXT000031056872&dateTexte=&oldAction=rechJO&categorieLien=id&idJO=JORFCONT000031056523";0,240916666067044;NA;NA;7,9608938547486;0,602564102564103
"0141720U";"2016";15645061;10927761;3589895;79;56;47;11;9;716;NA;716;NA;24;NA;NA;NA;NA;NA;NA;"École nationale supérieure d'ingénieurs de Caen";"ENSI Caen";"Autre";"Institut ou école extérieur aux universités";"Caen";"";"http://www.ensicaen.fr/";"https://www.wikidata.org/entity/Q3578208";"http://www.legifrance.gouv.fr/affichTexte.do;jsessionid=4CDB3AA29A7C409BB10ADEC6C3F60536.tpdila11v_2?cidTexte=JORFTEXT000031056872&dateTexte=&oldAction=rechJO&categorieLien=id&idJO=JORFCONT000031056523";0,229458677086654;NA;NA;7,82122905027933;0,594936708860759
"0141720U";"2017";16306753;11088934;4164574;79;57;47;7;12;705;NA;705;NA;42;NA;NA;NA;NA;NA;NA;"École nationale supérieure d'ingénieurs de Caen";"ENSI Caen";"Autre";"Institut ou école extérieur aux universités";"Caen";"";"http://www.ensicaen.fr/";"https://www.wikidata.org/entity/Q3578208";"http://www.legifrance.gouv.fr/affichTexte.do;jsessionid=4CDB3AA29A7C409BB10ADEC6C3F60536.tpdila11v_2?cidTexte=JORFTEXT000031056872&dateTexte=&oldAction=rechJO&categorieLien=id&idJO=JORFCONT000031056523";0,255389530950766;NA;NA;8,08510638297872;0,594936708860759
"0141720U";"2018";17982517;12661163;5955517,00000001;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"École nationale supérieure d'ingénieurs de Caen";"ENSI Caen";"Autre";"Institut ou école extérieur aux universités";"Caen";"";"http://www.ensicaen.fr/";"https://www.wikidata.org/entity/Q3578208";"http://www.legifrance.gouv.fr/affichTexte.do;jsessionid=4CDB3AA29A7C409BB10ADEC6C3F60536.tpdila11v_2?cidTexte=JORFTEXT000031056872&dateTexte=&oldAction=rechJO&categorieLien=id&idJO=JORFCONT000031056523";0,331183726949904;NA;NA;NA;NA
"0142382N";"2015";3670297;1536954;3641297;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Normandie Université";"";"Regroupement";"Communauté d'universités et établissements";"Caen";"";"http://www.normandie-univ.fr/";"https://www.wikidata.org/entity/Q3343880";"http://legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000030001652&dateTexte=&categorieLien=id";0,992098732064462;NA;NA;NA;NA
"0142382N";"2016";6319185;3171402;5695978;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Normandie Université";"";"Regroupement";"Communauté d'universités et établissements";"Caen";"";"http://www.normandie-univ.fr/";"https://www.wikidata.org/entity/Q3343880";"http://legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000030001652&dateTexte=&categorieLien=id";0,901378579674436;NA;NA;NA;NA
"0142382N";"2017";10354882;5762181;9593613;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Normandie Université";"";"Regroupement";"Communauté d'universités et établissements";"Caen";"";"http://www.normandie-univ.fr/";"https://www.wikidata.org/entity/Q3343880";"http://legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000030001652&dateTexte=&categorieLien=id";0,926482117323983;NA;NA;NA;NA
"0142382N";"2018";16713111;10065875;15835491;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Normandie Université";"";"Regroupement";"Communauté d'universités et établissements";"Caen";"";"http://www.normandie-univ.fr/";"https://www.wikidata.org/entity/Q3343880";"http://legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000030001652&dateTexte=&categorieLien=id";0,947489129941158;NA;NA;NA;NA
"0171463Y";"2009";58190984;47917507,52;8746189,18;NA;NA;NA;NA;NA;6849;5076;1543;230;178;NA;NA;NA;NA;NA;NA;"La Rochelle Université";"";"Université";"Université";"Poitiers";"";"http://www.univ-larochelle.fr/";"https://www.wikidata.org/entity/Q1500822";"";0,15030144841682;8791,50687415017;NA;NA;NA
"0171463Y";"2011";64607038,81;53246694,91;10453533;NA;NA;NA;NA;NA;7341;5223;1892;226;172;NA;NA;NA;NA;NA;NA;"La Rochelle Université";"";"Université";"Université";"Poitiers";"";"http://www.univ-larochelle.fr/";"https://www.wikidata.org/entity/Q1500822";"";0,161801766379393;9080,39898945889;NA;NA;NA
