"UAI";"Type";"Corps";"Code.section";"Section";"Groupe";"Discipline";"Effectif"
"0931238R";"Université";"MCF";4;"4-Science politique";"Droit et science politique";"Droit, économie et gestion";3
"0931238R";"Université";"MCF";5;"5-Sciences économiques";"Sciences économiques et de gestion";"Droit, économie et gestion";27
"0931238R";"Université";"MCF";6;"6-Sciences de gestion";"Sciences économiques et de gestion";"Droit, économie et gestion";21
"0931238R";"Université";"MCF";7;"7-Sciences du langage : linguistique et phonétique générales";"Langues et littératures";"Lettres et sciences humaines";8
"0931238R";"Université";"MCF";8;"8-Langues et littératures anciennes";"Langues et littératures";"Lettres et sciences humaines";1
"0931238R";"Université";"MCF";9;"9-Langue et littérature française";"Langues et littératures";"Lettres et sciences humaines";8
"0931238R";"Université";"MCF";10;"10-Littératures comparées";"Langues et littératures";"Lettres et sciences humaines";2
"0931238R";"Université";"MCF";11;"11-Langues et littératures anglaises et anglo-saxonnes";"Langues et littératures";"Lettres et sciences humaines";22
"0931238R";"Université";"MCF";12;"12-Langues et littératures germaniques et scandinaves";"Langues et littératures";"Lettres et sciences humaines";3
"0931238R";"Université";"MCF";14;"14-Langues et littératures romanes : espagnol, italien, portugais, autres langues romanes";"Langues et littératures";"Lettres et sciences humaines";9
"0931238R";"Université";"MCF";15;"15-Langues et littératures arabes, chinoises, japonaises, hébraique, d'autres domaines linguistiques";"Langues et littératures";"Lettres et sciences humaines";1
"0931238R";"Université";"MCF";16;"16-Psychologie, psychologie clinique, psychologie sociale";"Sciences humaines";"Lettres et sciences humaines";19
"0931238R";"Université";"MCF";19;"19-Sociologie, démographie";"Sciences humaines";"Lettres et sciences humaines";11
"0931238R";"Université";"MCF";21;"21-Histoire, civilisations, archéologie et art des mondes anciens et médiévaux";"Sciences humaines";"Lettres et sciences humaines";3
"0931238R";"Université";"MCF";22;"22-Histoire et civilisations : histoire des mondes modernes, histoire du monde contemporain , de l'art , de la musique";"Sciences humaines";"Lettres et sciences humaines";4
"0931238R";"Université";"MCF";23;"23-Géographie physique, humaine, économique et régionale";"Sciences humaines";"Lettres et sciences humaines";6
"0931238R";"Université";"MCF";25;"25-Mathématiques";"Mathématiques et informatique";"Sciences";20
"0931238R";"Université";"MCF";26;"26-Mathématiques appliquées et applications des mathématiques";"Mathématiques et informatique";"Sciences";20
"0931238R";"Université";"MCF";27;"27-Informatique";"Mathématiques et informatique";"Sciences";62
"0931238R";"Université";"MCF";28;"28-Milieux denses et matériaux";"Physique";"Sciences";17
"0931238R";"Université";"MCF";30;"30-Milieux dilués et optique";"Physique";"Sciences";14
"0931238R";"Université";"MCF";31;"31-Chimie théorique, physique, analytique";"Chimie";"Sciences";4
"0931238R";"Université";"MCF";32;"32-Chimie organique, minérale, industrielle";"Chimie";"Sciences";6
"0931238R";"Université";"MCF";33;"33-Chimie des matériaux";"Chimie";"Sciences";15
"0931238R";"Université";"MCF";42;"42-Morphologie et morphogenèse";"Médecine";"Médecine";3
"0931238R";"Université";"MCF";43;"43-Biophysique et imagerie Médecine";"Médecine";"Médecine";2
"0931238R";"Université";"MCF";44;"44-Biochimie, biologie cellulaire et moléculaire, physiologie et nutrition";"Médecine";"Médecine";7
"0931238R";"Université";"MCF";45;"45-Microbiologie, maladies transmissibles et hygiène";"Médecine";"Médecine";7
"0931238R";"Université";"MCF";46;"46-Santé publique, environnement et société";"Médecine";"Médecine";2
"0931238R";"Université";"MCF";47;"47-Cancérologie, génétique, hématologie, immunologie";"Médecine";"Médecine";1
"0931238R";"Université";"MCF";48;"48-Anesthésiologie, réanimation, médecine d'urgence, pharmacologie et thérapeutique";"Médecine";"Médecine";2
"0931238R";"Université";"MCF";49;"49-Pathologie nerveuse et musculaire, pathologie mentale, handicap et rééducation";"Médecine";"Médecine";1
"0931238R";"Université";"MCF";51;"51-Pathologie cardiorespiratoire et vasculaire";"Médecine";"Médecine";1
"0931238R";"Université";"MCF";53;"53-Médecine interne, gériatrie et chirurgie générale";"Médecine";"Médecine";1
"0931238R";"Université";"MCF";60;"60-Mécanique, génie mécanique, génie civil";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";9
"0931238R";"Université";"MCF";61;"61-Génie informatique, automatique et traitement du signal";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";18
"0931238R";"Université";"MCF";62;"62-Energétique, génie des procédés";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";12
"0931238R";"Université";"MCF";63;"63-Génie électrique, électronique, photonique et systèmes";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";11
"0931238R";"Université";"MCF";64;"64-Biochimie et biologie moléculaire";"Biologie et biochimie, neurosciences";"Sciences";4
"0931238R";"Université";"MCF";65;"65-Biologie cellulaire";"Biologie et biochimie, neurosciences";"Sciences";8
"0931238R";"Université";"MCF";66;"66-Physiologie";"Biologie et biochimie, neurosciences";"Sciences";6
"0931238R";"Université";"MCF";68;"68-Biologie des organismes";"Biologie et biochimie, neurosciences";"Sciences";1
"0931238R";"Université";"MCF";69;"69-Neurosciences";"Biologie et biochimie, neurosciences";"Sciences";10
"0931238R";"Université";"MCF";70;"70-Sciences de l'éducation";"Groupe pluridisciplinaire";"Lettres et sciences humaines";10
"0931238R";"Université";"MCF";71;"71-Sciences de l'information et de la communication";"Groupe pluridisciplinaire";"Lettres et sciences humaines";25
"0931238R";"Université";"MCF";74;"74-Sciences et techniques des activités physiques et sportives";"Groupe pluridisciplinaire";"Lettres et sciences humaines";2
"0931238R";"Université";"MCF";86;"86-Sciences du médicament et des autres produits de santé";"Pharmacie(mono-appartenants)";"Pharmacie";2
"0931238R";"Université";"PR";1;"1-Droit privé et sciences criminelles";"Droit et science politique";"Droit, économie et gestion";9
"0931238R";"Université";"PR";2;"2-Droit public";"Droit et science politique";"Droit, économie et gestion";3
"0931238R";"Université";"PR";3;"3-Histoire du droit et des institutions";"Droit et science politique";"Droit, économie et gestion";2
"0931238R";"Université";"PR";5;"5-Sciences économiques";"Sciences économiques et de gestion";"Droit, économie et gestion";9
"0931238R";"Université";"PR";6;"6-Sciences de gestion";"Sciences économiques et de gestion";"Droit, économie et gestion";5
"0931238R";"Université";"PR";7;"7-Sciences du langage : linguistique et phonétique générales";"Langues et littératures";"Lettres et sciences humaines";2
"0931238R";"Université";"PR";9;"9-Langue et littérature française";"Langues et littératures";"Lettres et sciences humaines";2
"0931238R";"Université";"PR";10;"10-Littératures comparées";"Langues et littératures";"Lettres et sciences humaines";2
"0931238R";"Université";"PR";11;"11-Langues et littératures anglaises et anglo-saxonnes";"Langues et littératures";"Lettres et sciences humaines";7
"0931238R";"Université";"PR";14;"14-Langues et littératures romanes : espagnol, italien, portugais, autres langues romanes";"Langues et littératures";"Lettres et sciences humaines";2
"0931238R";"Université";"PR";16;"16-Psychologie, psychologie clinique, psychologie sociale";"Sciences humaines";"Lettres et sciences humaines";9
"0931238R";"Université";"PR";19;"19-Sociologie, démographie";"Sciences humaines";"Lettres et sciences humaines";3
"0931238R";"Université";"PR";21;"21-Histoire, civilisations, archéologie et art des mondes anciens et médiévaux";"Sciences humaines";"Lettres et sciences humaines";3
"0931238R";"Université";"PR";22;"22-Histoire et civilisations : histoire des mondes modernes, histoire du monde contemporain , de l'art , de la musique";"Sciences humaines";"Lettres et sciences humaines";3
"0931238R";"Université";"PR";23;"23-Géographie physique, humaine, économique et régionale";"Sciences humaines";"Lettres et sciences humaines";2
"0931238R";"Université";"PR";25;"25-Mathématiques";"Mathématiques et informatique";"Sciences";13
"0931238R";"Université";"PR";26;"26-Mathématiques appliquées et applications des mathématiques";"Mathématiques et informatique";"Sciences";11
"0931238R";"Université";"PR";27;"27-Informatique";"Mathématiques et informatique";"Sciences";17
"0931238R";"Université";"PR";28;"28-Milieux denses et matériaux";"Physique";"Sciences";6
"0931238R";"Université";"PR";30;"30-Milieux dilués et optique";"Physique";"Sciences";7
"0931238R";"Université";"PR";31;"31-Chimie théorique, physique, analytique";"Chimie";"Sciences";2
"0931238R";"Université";"PR";32;"32-Chimie organique, minérale, industrielle";"Chimie";"Sciences";1
"0931238R";"Université";"PR";33;"33-Chimie des matériaux";"Chimie";"Sciences";5
"0931238R";"Université";"PR";42;"42-Morphologie et morphogenèse";"Médecine";"Médecine";6
"0931238R";"Université";"PR";43;"43-Biophysique et imagerie Médecine";"Médecine";"Médecine";3
"0931238R";"Université";"PR";44;"44-Biochimie, biologie cellulaire et moléculaire, physiologie et nutrition";"Médecine";"Médecine";6
"0931238R";"Université";"PR";45;"45-Microbiologie, maladies transmissibles et hygiène";"Médecine";"Médecine";4
"0931238R";"Université";"PR";46;"46-Santé publique, environnement et société";"Médecine";"Médecine";4
"0931238R";"Université";"PR";47;"47-Cancérologie, génétique, hématologie, immunologie";"Médecine";"Médecine";5
"0931238R";"Université";"PR";48;"48-Anesthésiologie, réanimation, médecine d'urgence, pharmacologie et thérapeutique";"Médecine";"Médecine";5
"0931238R";"Université";"PR";49;"49-Pathologie nerveuse et musculaire, pathologie mentale, handicap et rééducation";"Médecine";"Médecine";2
"0931238R";"Université";"PR";50;"50-Pathologie ostéo-articulaire, dermatologie et chirurgie plastique";"Médecine";"Médecine";8
"0931238R";"Université";"PR";51;"51-Pathologie cardiorespiratoire et vasculaire";"Médecine";"Médecine";6
"0931238R";"Université";"PR";52;"52-Maladies des appareils digestif et urinaire";"Médecine";"Médecine";5
"0931238R";"Université";"PR";53;"53-Médecine interne, gériatrie et chirurgie générale";"Médecine";"Médecine";6
"0931238R";"Université";"PR";54;"54-Développement et pathologie de l'enfant, gynécologie-obstétrique, endocrinologie et reproduction";"Médecine";"Médecine";7
"0931238R";"Université";"PR";55;"55-Pathologie de la tête et du cou";"Médecine";"Médecine";1
"0931238R";"Université";"PR";60;"60-Mécanique, génie mécanique, génie civil";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";6
"0931238R";"Université";"PR";61;"61-Génie informatique, automatique et traitement du signal";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";5
"0931238R";"Université";"PR";62;"62-Energétique, génie des procédés";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";6
"0931238R";"Université";"PR";63;"63-Génie électrique, électronique, photonique et systèmes";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";4
"0931238R";"Université";"PR";64;"64-Biochimie et biologie moléculaire";"Biologie et biochimie, neurosciences";"Sciences";2
"0931238R";"Université";"PR";65;"65-Biologie cellulaire";"Biologie et biochimie, neurosciences";"Sciences";3
"0931238R";"Université";"PR";66;"66-Physiologie";"Biologie et biochimie, neurosciences";"Sciences";1
"0931238R";"Université";"PR";69;"69-Neurosciences";"Biologie et biochimie, neurosciences";"Sciences";3
"0931238R";"Université";"PR";70;"70-Sciences de l'éducation";"Groupe pluridisciplinaire";"Lettres et sciences humaines";4
"0931238R";"Université";"PR";71;"71-Sciences de l'information et de la communication";"Groupe pluridisciplinaire";"Lettres et sciences humaines";5
"0931238R";"Université";"PR";74;"74-Sciences et techniques des activités physiques et sportives";"Groupe pluridisciplinaire";"Lettres et sciences humaines";1
"0931827F";"Université";"MCF";1;"1-Droit privé et sciences criminelles";"Droit et science politique";"Droit, économie et gestion";11
"0931827F";"Université";"MCF";2;"2-Droit public";"Droit et science politique";"Droit, économie et gestion";10
"0931827F";"Université";"MCF";3;"3-Histoire du droit et des institutions";"Droit et science politique";"Droit, économie et gestion";4
"0931827F";"Université";"MCF";4;"4-Science politique";"Droit et science politique";"Droit, économie et gestion";15
"0931827F";"Université";"MCF";5;"5-Sciences économiques";"Sciences économiques et de gestion";"Droit, économie et gestion";22
"0931827F";"Université";"MCF";6;"6-Sciences de gestion";"Sciences économiques et de gestion";"Droit, économie et gestion";10
"0931827F";"Université";"MCF";7;"7-Sciences du langage : linguistique et phonétique générales";"Langues et littératures";"Lettres et sciences humaines";16
"0931827F";"Université";"MCF";8;"8-Langues et littératures anciennes";"Langues et littératures";"Lettres et sciences humaines";2
"0931827F";"Université";"MCF";9;"9-Langue et littérature française";"Langues et littératures";"Lettres et sciences humaines";8
"0931827F";"Université";"MCF";10;"10-Littératures comparées";"Langues et littératures";"Lettres et sciences humaines";3
"0931827F";"Université";"MCF";11;"11-Langues et littératures anglaises et anglo-saxonnes";"Langues et littératures";"Lettres et sciences humaines";37
"0931827F";"Université";"MCF";12;"12-Langues et littératures germaniques et scandinaves";"Langues et littératures";"Lettres et sciences humaines";5
"0931827F";"Université";"MCF";13;"13-Langues et littératures slaves";"Langues et littératures";"Lettres et sciences humaines";4
"0931827F";"Université";"MCF";14;"14-Langues et littératures romanes : espagnol, italien, portugais, autres langues romanes";"Langues et littératures";"Lettres et sciences humaines";17
"0931827F";"Université";"MCF";15;"15-Langues et littératures arabes, chinoises, japonaises, hébraique, d'autres domaines linguistiques";"Langues et littératures";"Lettres et sciences humaines";8
"0931827F";"Université";"MCF";16;"16-Psychologie, psychologie clinique, psychologie sociale";"Sciences humaines";"Lettres et sciences humaines";38
"0931827F";"Université";"MCF";17;"17-Philosophie";"Sciences humaines";"Lettres et sciences humaines";17
"0931827F";"Université";"MCF";18;"18-Architecture (ses théories et ses pratiques), arts appliqués, arts plastiques, arts du spectacle, épistémologie des enseignements artistiques, esthétique, musicologie, musique, sciences de l'art";"Sciences humaines";"Lettres et sciences humaines";73
"0931827F";"Université";"MCF";19;"19-Sociologie, démographie";"Sciences humaines";"Lettres et sciences humaines";17
"0931827F";"Université";"MCF";20;"20-Ethnologie, préhistoire, anthropologie biologique";"Sciences humaines";"Lettres et sciences humaines";8
"0931827F";"Université";"MCF";21;"21-Histoire, civilisations, archéologie et art des mondes anciens et médiévaux";"Sciences humaines";"Lettres et sciences humaines";7
"0931827F";"Université";"MCF";22;"22-Histoire et civilisations : histoire des mondes modernes, histoire du monde contemporain , de l'art , de la musique";"Sciences humaines";"Lettres et sciences humaines";10
"0931827F";"Université";"MCF";23;"23-Géographie physique, humaine, économique et régionale";"Sciences humaines";"Lettres et sciences humaines";12
"0931827F";"Université";"MCF";24;"24-Aménagement de l'espace, urbanisme";"Sciences humaines";"Lettres et sciences humaines";1
"0931827F";"Université";"MCF";25;"25-Mathématiques";"Mathématiques et informatique";"Sciences";5
"0931827F";"Université";"MCF";26;"26-Mathématiques appliquées et applications des mathématiques";"Mathématiques et informatique";"Sciences";2
"0931827F";"Université";"MCF";27;"27-Informatique";"Mathématiques et informatique";"Sciences";22
"0931827F";"Université";"MCF";60;"60-Mécanique, génie mécanique, génie civil";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";1
"0931827F";"Université";"MCF";61;"61-Génie informatique, automatique et traitement du signal";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";7
"0931827F";"Université";"MCF";62;"62-Energétique, génie des procédés";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";2
"0931827F";"Université";"MCF";69;"69-Neurosciences";"Biologie et biochimie, neurosciences";"Sciences";1
"0931827F";"Université";"MCF";70;"70-Sciences de l'éducation";"Groupe pluridisciplinaire";"Lettres et sciences humaines";20
"0931827F";"Université";"MCF";71;"71-Sciences de l'information et de la communication";"Groupe pluridisciplinaire";"Lettres et sciences humaines";29
"0931827F";"Université";"MCF";72;"72-Epistémologie, histoire des sciences et des techniques";"Groupe pluridisciplinaire";"Lettres et sciences humaines";1
"0931827F";"Université";"PR";1;"1-Droit privé et sciences criminelles";"Droit et science politique";"Droit, économie et gestion";6
"0931827F";"Université";"PR";2;"2-Droit public";"Droit et science politique";"Droit, économie et gestion";7
"0931827F";"Université";"PR";4;"4-Science politique";"Droit et science politique";"Droit, économie et gestion";4
"0931827F";"Université";"PR";5;"5-Sciences économiques";"Sciences économiques et de gestion";"Droit, économie et gestion";7
"0931827F";"Université";"PR";6;"6-Sciences de gestion";"Sciences économiques et de gestion";"Droit, économie et gestion";4
"0931827F";"Université";"PR";7;"7-Sciences du langage : linguistique et phonétique générales";"Langues et littératures";"Lettres et sciences humaines";10
"0931827F";"Université";"PR";9;"9-Langue et littérature française";"Langues et littératures";"Lettres et sciences humaines";13
"0931827F";"Université";"PR";10;"10-Littératures comparées";"Langues et littératures";"Lettres et sciences humaines";2
"0931827F";"Université";"PR";11;"11-Langues et littératures anglaises et anglo-saxonnes";"Langues et littératures";"Lettres et sciences humaines";11
"0931827F";"Université";"PR";12;"12-Langues et littératures germaniques et scandinaves";"Langues et littératures";"Lettres et sciences humaines";2
"0931827F";"Université";"PR";14;"14-Langues et littératures romanes : espagnol, italien, portugais, autres langues romanes";"Langues et littératures";"Lettres et sciences humaines";9
"0931827F";"Université";"PR";15;"15-Langues et littératures arabes, chinoises, japonaises, hébraique, d'autres domaines linguistiques";"Langues et littératures";"Lettres et sciences humaines";3
"0931827F";"Université";"PR";16;"16-Psychologie, psychologie clinique, psychologie sociale";"Sciences humaines";"Lettres et sciences humaines";13
"0931827F";"Université";"PR";17;"17-Philosophie";"Sciences humaines";"Lettres et sciences humaines";11
"0931827F";"Université";"PR";18;"18-Architecture (ses théories et ses pratiques), arts appliqués, arts plastiques, arts du spectacle, épistémologie des enseignements artistiques, esthétique, musicologie, musique, sciences de l'art";"Sciences humaines";"Lettres et sciences humaines";28
"0931827F";"Université";"PR";19;"19-Sociologie, démographie";"Sciences humaines";"Lettres et sciences humaines";15
"0931827F";"Université";"PR";20;"20-Ethnologie, préhistoire, anthropologie biologique";"Sciences humaines";"Lettres et sciences humaines";2
"0931827F";"Université";"PR";21;"21-Histoire, civilisations, archéologie et art des mondes anciens et médiévaux";"Sciences humaines";"Lettres et sciences humaines";4
"0931827F";"Université";"PR";22;"22-Histoire et civilisations : histoire des mondes modernes, histoire du monde contemporain , de l'art , de la musique";"Sciences humaines";"Lettres et sciences humaines";6
"0931827F";"Université";"PR";23;"23-Géographie physique, humaine, économique et régionale";"Sciences humaines";"Lettres et sciences humaines";13
"0931827F";"Université";"PR";24;"24-Aménagement de l'espace, urbanisme";"Sciences humaines";"Lettres et sciences humaines";1
"0931827F";"Université";"PR";25;"25-Mathématiques";"Mathématiques et informatique";"Sciences";2
"0931827F";"Université";"PR";27;"27-Informatique";"Mathématiques et informatique";"Sciences";11
"0931827F";"Université";"PR";60;"60-Mécanique, génie mécanique, génie civil";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";1
"0931827F";"Université";"PR";61;"61-Génie informatique, automatique et traitement du signal";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";1
"0931827F";"Université";"PR";70;"70-Sciences de l'éducation";"Groupe pluridisciplinaire";"Lettres et sciences humaines";9
"0931827F";"Université";"PR";71;"71-Sciences de l'information et de la communication";"Groupe pluridisciplinaire";"Lettres et sciences humaines";11
"0932066R";"Autre établissement";"MCF";18;"18-Architecture (ses théories et ses pratiques), arts appliqués, arts plastiques, arts du spectacle, épistémologie des enseignements artistiques, esthétique, musicologie, musique, sciences de l'art";"Sciences humaines";"Lettres et sciences humaines";2
"0932066R";"Autre établissement";"MCF";61;"61-Génie informatique, automatique et traitement du signal";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";1
"0932066R";"Autre établissement";"PR";18;"18-Architecture (ses théories et ses pratiques), arts appliqués, arts plastiques, arts du spectacle, épistémologie des enseignements artistiques, esthétique, musicologie, musique, sciences de l'art";"Sciences humaines";"Lettres et sciences humaines";2
"0932066R";"Autre établissement";"PR";71;"71-Sciences de l'information et de la communication";"Groupe pluridisciplinaire";"Lettres et sciences humaines";1
"0940607Z";"École normale supérieure";"MCF";5;"5-Sciences économiques";"Sciences économiques et de gestion";"Droit, économie et gestion";6
"0940607Z";"École normale supérieure";"MCF";6;"6-Sciences de gestion";"Sciences économiques et de gestion";"Droit, économie et gestion";1
"0940607Z";"École normale supérieure";"MCF";11;"11-Langues et littératures anglaises et anglo-saxonnes";"Langues et littératures";"Lettres et sciences humaines";2
"0940607Z";"École normale supérieure";"MCF";18;"18-Architecture (ses théories et ses pratiques), arts appliqués, arts plastiques, arts du spectacle, épistémologie des enseignements artistiques, esthétique, musicologie, musique, sciences de l'art";"Sciences humaines";"Lettres et sciences humaines";2
"0940607Z";"École normale supérieure";"MCF";19;"19-Sociologie, démographie";"Sciences humaines";"Lettres et sciences humaines";1
"0940607Z";"École normale supérieure";"MCF";22;"22-Histoire et civilisations : histoire des mondes modernes, histoire du monde contemporain , de l'art , de la musique";"Sciences humaines";"Lettres et sciences humaines";1
"0940607Z";"École normale supérieure";"MCF";25;"25-Mathématiques";"Mathématiques et informatique";"Sciences";1
"0940607Z";"École normale supérieure";"MCF";27;"27-Informatique";"Mathématiques et informatique";"Sciences";5
"0940607Z";"École normale supérieure";"MCF";28;"28-Milieux denses et matériaux";"Physique";"Sciences";1
"0940607Z";"École normale supérieure";"MCF";30;"30-Milieux dilués et optique";"Physique";"Sciences";3
"0940607Z";"École normale supérieure";"MCF";31;"31-Chimie théorique, physique, analytique";"Chimie";"Sciences";2
"0940607Z";"École normale supérieure";"MCF";32;"32-Chimie organique, minérale, industrielle";"Chimie";"Sciences";1
"0940607Z";"École normale supérieure";"MCF";60;"60-Mécanique, génie mécanique, génie civil";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";17
"0940607Z";"École normale supérieure";"MCF";61;"61-Génie informatique, automatique et traitement du signal";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";6
"0940607Z";"École normale supérieure";"MCF";63;"63-Génie électrique, électronique, photonique et systèmes";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";6
"0940607Z";"École normale supérieure";"MCF";64;"64-Biochimie et biologie moléculaire";"Biologie et biochimie, neurosciences";"Sciences";1
"0940607Z";"École normale supérieure";"MCF";65;"65-Biologie cellulaire";"Biologie et biochimie, neurosciences";"Sciences";4
"0940607Z";"École normale supérieure";"PR";5;"5-Sciences économiques";"Sciences économiques et de gestion";"Droit, économie et gestion";4
"0940607Z";"École normale supérieure";"PR";19;"19-Sociologie, démographie";"Sciences humaines";"Lettres et sciences humaines";2
"0940607Z";"École normale supérieure";"PR";22;"22-Histoire et civilisations : histoire des mondes modernes, histoire du monde contemporain , de l'art , de la musique";"Sciences humaines";"Lettres et sciences humaines";1
"0940607Z";"École normale supérieure";"PR";26;"26-Mathématiques appliquées et applications des mathématiques";"Mathématiques et informatique";"Sciences";6
"0940607Z";"École normale supérieure";"PR";27;"27-Informatique";"Mathématiques et informatique";"Sciences";5
"0940607Z";"École normale supérieure";"PR";28;"28-Milieux denses et matériaux";"Physique";"Sciences";3
"0940607Z";"École normale supérieure";"PR";30;"30-Milieux dilués et optique";"Physique";"Sciences";3
"0940607Z";"École normale supérieure";"PR";31;"31-Chimie théorique, physique, analytique";"Chimie";"Sciences";2
"0940607Z";"École normale supérieure";"PR";32;"32-Chimie organique, minérale, industrielle";"Chimie";"Sciences";1
"0940607Z";"École normale supérieure";"PR";33;"33-Chimie des matériaux";"Chimie";"Sciences";1
"0940607Z";"École normale supérieure";"PR";60;"60-Mécanique, génie mécanique, génie civil";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";14
"0940607Z";"École normale supérieure";"PR";61;"61-Génie informatique, automatique et traitement du signal";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";3
"0940607Z";"École normale supérieure";"PR";63;"63-Génie électrique, électronique, photonique et systèmes";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";4
"0940607Z";"École normale supérieure";"PR";64;"64-Biochimie et biologie moléculaire";"Biologie et biochimie, neurosciences";"Sciences";2
"0940607Z";"École normale supérieure";"PR";66;"66-Physiologie";"Biologie et biochimie, neurosciences";"Sciences";1
"0940607Z";"École normale supérieure";"PR";70;"70-Sciences de l'éducation";"Groupe pluridisciplinaire";"Lettres et sciences humaines";1
"0941111X";"Université";"MCF";1;"1-Droit privé et sciences criminelles";"Droit et science politique";"Droit, économie et gestion";20
"0941111X";"Université";"MCF";2;"2-Droit public";"Droit et science politique";"Droit, économie et gestion";18
"0941111X";"Université";"MCF";3;"3-Histoire du droit et des institutions";"Droit et science politique";"Droit, économie et gestion";6
"0941111X";"Université";"MCF";4;"4-Science politique";"Droit et science politique";"Droit, économie et gestion";4
"0941111X";"Université";"MCF";5;"5-Sciences économiques";"Sciences économiques et de gestion";"Droit, économie et gestion";20
"0941111X";"Université";"MCF";6;"6-Sciences de gestion";"Sciences économiques et de gestion";"Droit, économie et gestion";47
"0941111X";"Université";"MCF";7;"7-Sciences du langage : linguistique et phonétique générales";"Langues et littératures";"Lettres et sciences humaines";9
"0941111X";"Université";"MCF";8;"8-Langues et littératures anciennes";"Langues et littératures";"Lettres et sciences humaines";1
"0941111X";"Université";"MCF";9;"9-Langue et littérature française";"Langues et littératures";"Lettres et sciences humaines";7
"0941111X";"Université";"MCF";11;"11-Langues et littératures anglaises et anglo-saxonnes";"Langues et littératures";"Lettres et sciences humaines";25
"0941111X";"Université";"MCF";12;"12-Langues et littératures germaniques et scandinaves";"Langues et littératures";"Lettres et sciences humaines";8
"0941111X";"Université";"MCF";14;"14-Langues et littératures romanes : espagnol, italien, portugais, autres langues romanes";"Langues et littératures";"Lettres et sciences humaines";12
"0941111X";"Université";"MCF";16;"16-Psychologie, psychologie clinique, psychologie sociale";"Sciences humaines";"Lettres et sciences humaines";7
"0941111X";"Université";"MCF";17;"17-Philosophie";"Sciences humaines";"Lettres et sciences humaines";5
"0941111X";"Université";"MCF";19;"19-Sociologie, démographie";"Sciences humaines";"Lettres et sciences humaines";12
"0941111X";"Université";"MCF";21;"21-Histoire, civilisations, archéologie et art des mondes anciens et médiévaux";"Sciences humaines";"Lettres et sciences humaines";4
"0941111X";"Université";"MCF";22;"22-Histoire et civilisations : histoire des mondes modernes, histoire du monde contemporain , de l'art , de la musique";"Sciences humaines";"Lettres et sciences humaines";9
"0941111X";"Université";"MCF";23;"23-Géographie physique, humaine, économique et régionale";"Sciences humaines";"Lettres et sciences humaines";13
"0941111X";"Université";"MCF";24;"24-Aménagement de l'espace, urbanisme";"Sciences humaines";"Lettres et sciences humaines";13
"0941111X";"Université";"MCF";25;"25-Mathématiques";"Mathématiques et informatique";"Sciences";6
"0941111X";"Université";"MCF";26;"26-Mathématiques appliquées et applications des mathématiques";"Mathématiques et informatique";"Sciences";20
"0941111X";"Université";"MCF";27;"27-Informatique";"Mathématiques et informatique";"Sciences";22
"0941111X";"Université";"MCF";28;"28-Milieux denses et matériaux";"Physique";"Sciences";9
"0941111X";"Université";"MCF";30;"30-Milieux dilués et optique";"Physique";"Sciences";1
"0941111X";"Université";"MCF";31;"31-Chimie théorique, physique, analytique";"Chimie";"Sciences";6
"0941111X";"Université";"MCF";32;"32-Chimie organique, minérale, industrielle";"Chimie";"Sciences";7
"0941111X";"Université";"MCF";33;"33-Chimie des matériaux";"Chimie";"Sciences";13
"0941111X";"Université";"MCF";34;"34-Astronomie, astrophysique";"Sciences de la terre";"Sciences";2
"0941111X";"Université";"MCF";35;"35-Structure et évolution de la terre et des autres planètes";"Sciences de la terre";"Sciences";4
"0941111X";"Université";"MCF";36;"36-Terre solide : géodynamique des enveloppes supérieure, paléo-biosphère";"Sciences de la terre";"Sciences";1
"0941111X";"Université";"MCF";37;"37-Météorologie, océanographie physique de l'environnement";"Sciences de la terre";"Sciences";5
"0941111X";"Université";"MCF";42;"42-Morphologie et morphogenèse";"Médecine";"Médecine";3
"0941111X";"Université";"MCF";43;"43-Biophysique et imagerie Médecine";"Médecine";"Médecine";1
"0941111X";"Université";"MCF";44;"44-Biochimie, biologie cellulaire et moléculaire, physiologie et nutrition";"Médecine";"Médecine";5
"0941111X";"Université";"MCF";45;"45-Microbiologie, maladies transmissibles et hygiène";"Médecine";"Médecine";5
"0941111X";"Université";"MCF";46;"46-Santé publique, environnement et société";"Médecine";"Médecine";1
"0941111X";"Université";"MCF";47;"47-Cancérologie, génétique, hématologie, immunologie";"Médecine";"Médecine";8
